1	0
2	0
3	1
4	0
4	1
4	3
5	1
6	4
7	2
8	2
8	7
9	6
10	9
11	4
11	6
11	9
12	6
12	11
13	6
14	8
15	0
15	2
15	4
16	4
17	2
18	11
19	7
20	12
21	13
22	6
22	9
22	11
23	2
24	9
24	22
25	2
25	7
25	8
25	14
25	15
26	4
26	6
26	9
26	10
26	15
27	16
28	26
29	11
30	23
31	11
31	29
32	3
33	25
34	31
35	4
36	20
37	23
37	30
38	9
39	4
39	9
39	10
39	11
39	26
40	4
40	6
40	9
40	10
40	15
40	26
41	6
41	9
41	10
41	11
41	13
42	2
42	23
42	37
43	25
43	33
44	15
44	25
45	34
46	11
47	35
48	7
49	20
49	36
50	37
51	16
52	22
53	12
54	21
55	35
55	47
56	24
57	5
58	32
59	14
60	44
61	47
62	36
62	49
63	11
64	38
65	33
65	43
66	61
67	4
67	6
67	9
67	11
67	16
67	51
68	16
69	10
69	26
70	0
70	4
70	35
70	47
71	17
72	2
72	7
72	8
72	17
72	71
73	35
73	47
73	55
73	70
74	17
75	63
76	9
76	10
76	26
76	39
77	60
78	55
79	78
80	32
80	58
81	42
82	49
82	62
83	24
83	56
84	6
85	0
85	2
85	7
85	8
86	2
87	49
87	82
88	83
89	0
89	1
89	2
89	3
89	4
89	6
89	7
89	40
89	85
90	66
91	6
91	12
92	8
92	14
93	43
93	65
94	27
95	50
96	47
97	76
98	15
98	26
98	28
98	40
98	89
99	94
100	0
100	3
100	4
100	15
100	26
100	39
100	40
100	89
100	98
101	28
102	1
102	4
103	24
104	63
104	75
105	2
105	7
105	8
105	14
105	17
105	71
105	72
106	12
106	53
107	80
108	29
109	10
109	39
109	76
110	11
110	31
111	25
112	11
112	18
113	6
113	9
113	11
113	22
113	46
113	52
113	112
114	25
114	33
114	43
114	44
114	60
114	65
114	93
114	111
115	35
116	100
117	109
118	0
118	2
118	7
118	17
118	71
118	72
118	74
118	105
119	23
120	6
120	11
120	40
120	63
121	94
121	99
122	71
123	22
123	24
123	56
123	83
123	88
124	43
124	65
124	93
124	114
125	89
126	2
126	17
126	72
126	105
126	118
127	1
127	3
127	4
127	5
127	11
127	15
127	16
128	101
129	40
129	120
130	31
131	16
131	51
132	116
133	0
133	2
