1	0
2	0
2	1
3	1
4	1
5	0
5	1
6	0
6	1
6	5
7	6
8	1
8	2
8	4
9	1
10	0
11	1
11	3
12	0
12	10
13	8
14	3
14	11
15	9
16	0
16	10
17	6
18	6
19	0
20	0
20	1
21	1
21	3
21	11
22	18
23	7
24	6
24	7
24	17
24	18
24	22
25	16
26	1
26	2
26	8
27	1
27	4
28	16
28	25
29	26
30	2
31	16
32	6
33	10
34	0
35	8
36	28
37	0
37	1
37	6
37	10
37	12
37	16
37	17
37	19
37	27
37	28
37	33
37	34
38	37
39	34
40	11
41	28
42	19
43	22
44	18
45	1
45	4
46	36
47	3
48	1
48	3
48	11
48	21
49	40
50	24
51	20
52	0
52	5
53	46
54	19
55	6
55	17
56	7
56	23
57	28
57	36
58	27
58	37
58	38
59	13
60	34
61	6
61	18
62	45
63	1
63	3
63	9
63	11
63	21
64	22
65	15
66	31
67	58
68	14
69	0
69	6
69	55
70	0
70	55
70	69
71	16
72	23
73	5
73	6
74	11
74	14
75	0
75	52
76	30
77	16
77	28
77	36
78	54
79	0
79	5
79	6
79	17
79	37
79	55
79	70
80	71
81	65
82	47
83	2
84	24
84	50
85	68
86	65
87	0
87	20
88	21
89	27
89	37
89	38
89	58
90	48
91	58
92	1
92	3
92	11
93	26
93	29
94	8
94	26
95	22
96	46
96	53
97	0
97	34
98	2
98	83
99	16
99	25
99	28
99	36
99	37
100	33
101	3
102	80
103	1
103	5
103	52
104	0
104	1
104	3
104	11
104	92
105	0
105	97
106	3
107	88
108	3
109	27
110	91
111	9
112	0
112	34
112	37
112	38
112	89
113	15
113	65
113	86
114	107
115	33
115	100
116	56
117	0
117	5
117	6
117	17
117	18
117	19
117	24
117	37
117	38
117	55
117	58
117	79
117	84
117	89
117	112
118	0
118	1
118	5
118	52
118	75
119	0
119	10
119	19
119	33
119	100
119	105
119	115
120	1
120	4
121	69
122	82
123	61
124	3
124	11
124	40
124	49
124	108
125	0
125	10
125	16
126	67
127	59
128	3
128	11
128	14
128	40
128	68
128	74
128	124
129	117
130	0
130	52
130	75
131	39
132	33
133	1
133	9
133	21
133	48
133	63
134	22
135	57
136	16
136	71
137	130
138	1
138	4
139	87
140	20
140	51
141	128
142	101
143	1
